Date,SPY,QQQ,DIA,IWM,EFA,IEMG,VT,XLK,XLF,XLY,XLV,XLE,XLI,XLP,XLU,XLB,XLC,XLRE,NVDA,MSFT,AAPL,AMZN,GOOGL,META,AVGO,TSLA,AMD,ORCL,CRM,NFLX,JPM,V,MA,BAC,HD,UBER
2015-01-02,169.08983891329257,94.20526256951408,140.8738168840178,101.88812865745962,43.6939109016115,34.584437847700954,46.8269769264553,17.992253913931922,16.149750306555074,31.420241474560545,56.82504071364741,25.178637128291047,45.81071543467128,35.64285151169496,16.326806916933208,19.293233889740335,,,0.4753072965484525,39.49503294774499,23.754464067072234,15.347999572753906,26.177642564071707,77.0949893173243,7.472150291555782,14.21733283996582,2.6700000762939453,37.050208371538005,57.663406032691604,4.873143196105957,45.96329647266296,60.504926235429146,79.14003114947913,13.950215976848481,78.78803514883361,
2015-01-05,166.7461737006491,93.0097317705488,138.86795848106337,100.93746208251504,42.63878377780521,34.07824240331421,46.027044888231494,17.755633246981933,15.893089672651048,30.96531580572749,56.65877958942185,24.36590161170595,45.03382434292848,35.5167442150991,16.236313273726665,18.830445466914593,,,0.47266811425289534,39.24894568869239,23.32518206053304,15.042499542236328,25.675297631102644,76.26153408123444,7.417127269171722,13.810667037963867,2.640000104904175,36.82126421274562,57.00309637046547,4.714714050292969,44.60076063486097,59.67050301194652,77.39732827250502,13.64248408768297,77.34534182336814,
2015-01-06,164.68412031268113,91.61195619897119,137.1644139523832,98.83729179134212,42.12565586884537,33.795380955668044,45.49375946998005,17.51024405677405,15.616690053812228,30.51482769734009,56.22644820900076,23.961148533542953,44.28968374240947,35.46483390750502,16.309398546231325,18.646936017936497,,,0.45995171580557065,38.6464386536993,23.15259047306622,14.619000434875488,25.070293862462776,74.77321821125572,7.174409104397939,13.61400032043457,2.549999952316284,36.322766178842315,55.73176373162805,4.566143035888672,43.20861600155856,58.74617615185714,76.23240899486652,13.240079547425887,77.00003054594218,
2015-01-07,166.35694805006224,92.41201514924191,138.69278926188016,99.80527415980853,42.32802280633987,34.42810888806411,45.87019406334916,17.615410212638263,15.728562346450188,30.921146388358043,56.83338293397803,24.022179371421416,44.69037192913841,35.79120391203185,16.288523352313398,18.814494194321043,,,0.4577922451561518,38.60399043925027,23.61063984299987,14.766500473022461,24.976076734824716,75.2296355631888,7.2761708618462215,13.985333442687988,2.5399999618530273,36.33966021599777,55.78104286153702,4.627142906188965,43.44557897598362,59.34319639645061,77.56531836682362,13.311090971990273,78.2738834895553,
2015-01-08,168.93245130305235,93.90178141701782,141.0567732421333,101.50787986516956,42.97122440167472,35.10550899642852,46.36428021522051,17.860797072741644,16.004966919699914,31.32306570679379,58.37971490717716,24.27916457032587,45.21374538336649,36.42172814264732,16.535634454899665,19.101737956769824,,,0.46427042314656924,39.64779725108958,24.05319538405384,14.805500030517578,24.54811092499961,75.48761152593863,7.5648644497310755,14.000666618347168,2.559999942779541,36.652277424341584,56.34279659523255,4.647857189178467,44.408234127420286,60.53721130416587,79.39543747232806,13.492572496728945,80.59141242494415,
2015-01-09,168.53493734422247,93.81902216151326,140.59518991352397,101.3868692723519,42.88449249456719,35.04595560135284,46.46623256652893,17.94404831765851,15.866771123114319,31.274497384799144,58.17188779263465,24.308076765422932,45.24644660205726,36.429161071777344,16.403375636428308,19.22142691306161,,,0.47170842038338356,39.80054712239798,24.387327450645735,14.833999633789062,24.72812044660414,76.59890061208093,7.732204324369921,13.663999557495117,2.5799999237060547,36.55087759044099,56.9341211768641,4.689857006072998,43.904705676307785,59.87796505127779,78.807170344832,13.3742132056548,80.4379134257076,
2015-01-12,167.21822977118725,93.1476858538043,139.66392098791718,100.4534948864761,42.790552370085386,34.852422374907185,46.1682063255611,17.80383403758339,15.695664200027784,31.013906623476192,58.23841900546441,23.694513810318885,44.80486118994933,36.22145989640379,16.344210027327087,19.049880532989587,,,0.46810943536903493,39.34228730625495,24.075322583368106,14.46399974822998,24.34429464256883,75.6166037903217,7.7427532099147935,13.283332824707031,2.549999952316284,36.21293142947251,56.68772710498456,4.526429176330566,43.1493711908266,59.73276282964087,77.4159125117606,13.14538981804104,79.85470496031142,
2015-01-13,166.05052078045333,92.60512397851573,139.0589723584604,100.09912910565679,42.913409004302295,34.90452356998017,46.074111468186594,17.724956887593567,15.577202953433016,30.89907207726746,57.64813320111595,23.411828841885054,44.49410850207515,36.095355485560376,16.413817323980783,18.898275623903476,,,0.4683493093467384,39.08770569193188,24.099668425353194,14.661499977111816,24.659192240158898,75.25940960649615,7.668129914435634,13.394000053405762,2.5999999046325684,35.967899224836685,56.47091417923376,4.590000152587891,43.22342886889422,59.72581163784151,77.25715173082011,12.877120328445256,79.1563903491947,
2015-01-14,164.4439709204368,92.02578229717705,137.24405104760748,99.86578277575691,42.79777098664675,34.74075161867449,45.74473102795521,17.5891122301498,15.261314528916445,30.41323745183995,57.423665360036715,23.03276884435061,44.14246481244679,35.94698823253371,16.389455899045124,18.527252857888367,,,0.4654702481836839,38.714312827359976,24.00893877695945,14.324999809265137,24.703822456627375,75.43800462526856,7.538481126291375,12.333333015441895,2.5799999237060547,35.874963092702465,55.5642239858341,4.567999839782715,40.927843801559405,58.57560201640941,76.41683651383335,12.44314709087554,78.1817882549096,
2015-01-15,164.70066539430715,91.52916255339156,137.55443658595397,98.94100848243684,43.26029609317344,35.02363683998477,46.0348977236364,17.510237133590216,15.248156158093964,30.36024053303888,57.3903851134592,23.386133451173528,44.428702640271304,36.117592198485994,16.619165062564917,18.790559768676758,,,0.4700289608405179,38.53608597262329,23.601785852626346,14.340999603271484,24.894746343387073,72.96739571703131,7.6168729656421155,12.666666984558105,2.490000009536743,35.96790077281955,54.23376253741434,4.584428787231445,40.35766621975721,58.169930853140485,76.73429860142173,11.953942743943276,77.36835400476235,
