Date,SPY,QQQ,DIA,IWM,EFA,IEMG,VT,XLK,XLF,XLY,XLV,XLE,XLI,XLP,XLU,XLB,XLC,XLRE,NVDA,MSFT,AAPL,AMZN,GOOGL,META,AVGO,TSLA,AMD,ORCL,CRM,NFLX,JPM,V,MA,BAC,HD,UBER
2015-01-02,171.325829928709,95.82377819510884,142.66478815557898,104.19571300185795,44.17811545702805,34.98641004892294,47.39163077113527,18.277079132439148,16.38666519205037,32.087160678306944,57.6564239174841,25.6315839489324,46.56304985047958,36.147266710240764,16.59132079229513,19.496697842935756,,,0.4865841891407577,40.24182108341243,24.659502293956603,15.737500190734863,26.570398279090803,78.31541530686758,7.704312034478663,14.883333206176758,2.6700000762939453,38.07820829990667,59.55562714262812,5.033143043518066,46.622347640828366,61.48687444763032,81.413958061648,14.226380050898449,81.08253852948985,
2015-01-05,169.24715009688967,94.36156507156788,141.0569236944447,102.59684850992494,43.20248207098133,34.53976718383251,46.78775865159192,18.01854915850438,16.20239626291528,31.592482991038484,57.26568591520013,25.201119914744346,46.00695289605203,35.880218074857154,16.566955236346704,19.31716356547888,,,0.484424839624513,39.65628570953198,24.042130522942855,15.418999671936035,26.183099839449802,78.63292386083921,7.5995400738957315,14.433333396911621,2.700000047683716,37.38735367039248,58.38284086714496,4.925857067108154,46.118800249151,60.73773647088843,79.54077793160943,14.052783195491838,78.87244831808904,
2015-01-06,167.88074508876025,93.57073164269853,139.72747957812825,101.78443039831978,42.86280096397216,34.286679315234416,46.28584351720159,17.860799167061987,15.985223447509886,31.168497545684623,57.440267020802374,24.648600317476948,45.230104791670215,35.95441316488034,16.60871763546598,19.02992790631048,,,0.4760272107009942,39.673275598121954,23.77217687928269,15.149999618530273,25.846874452934344,76.98585032106149,7.468380749388805,14.279999732971191,2.6600000858306885,37.32821023986789,57.70282525182357,4.763999938964844,44.9858353168401,60.110757704155105,78.07763929411651,13.76084534739274,78.32761990402716,
2015-01-07,167.88072427345165,93.43278731960793,139.9265594842826,100.91153174015415,42.80499888178808,34.70353296407267,46.27015510471331,17.786305712661964,15.89308700223299,31.239147566273115,57.92249341123658,24.529736044493706,45.10742616584803,36.22144150383765,16.54955738465075,19.013969324253146,,,0.4678694462543459,39.427155293193834,23.94256075000495,15.064000129699707,25.36486176689242,76.7576454300895,7.491750135100705,14.3186674118042,2.6500000953674316,36.77056709959021,57.111511723125076,4.742143154144287,44.34899914027655,60.193755841783485,78.69513616573394,13.555692684328717,80.16934023238251,
2015-01-08,170.7295153754652,95.1800442519641,142.4497496194341,102.7178516863063,43.46265471040048,35.38837860962899,46.99167178269622,18.17191626374595,16.130006049696668,31.720567224830546,58.96168046633218,24.783508047998776,45.83523878240057,36.77036881920832,16.657451127405324,19.460792260386636,,,0.4793862247194523,40.52188076357751,24.816614303203295,15.156999588012695,25.16699642626597,77.62087225227413,7.8618509904274765,14.25333309173584,2.6500000953674316,37.12542600362132,57.92950185695342,4.783570766448975,45.09690630434465,61.11116348846001,79.9463444906217,13.681941750458275,82.10317386019659,
2015-01-09,170.9448302148578,95.31799755120079,142.5294325240397,102.70919293999967,43.36146853821362,35.358598689905094,46.97598990104518,18.228873473177593,16.130011320154427,31.698498089387588,59.01158666235163,24.78351004259975,45.917006355856934,36.844559992735896,16.640046550620806,19.54058687089192,,,0.4820255671862862,40.58128122227692,25.06002047662429,15.143500328063965,25.221541736159896,78.00784992963771,7.97491891017421,13.998666763305664,2.640000104904175,37.26060352535646,58.63908920167162,4.802000045776367,45.015467313979045,60.96133564286058,80.30114368632383,13.713498750892319,82.01873679679865,
2015-01-12,169.43765422966325,94.65585197648805,141.39121177336517,101.99188508788501,43.188032044479066,35.15762288641496,46.73286006286691,18.110570367436356,15.91283634080389,31.41140822984707,59.02823082438413,24.2181308292089,45.393643509609305,36.6071866391195,16.5634789791044,19.345104482078682,,,0.4798661622945191,40.34366587434169,24.922825738800306,14.92549991607666,24.808954375529883,77.3926671893478,7.962854694601883,13.631333351135254,2.640000104904175,36.981801275620064,57.752098320874055,4.719857215881348,43.98614543402361,60.39200037322476,79.22735216929622,13.437334914636036,80.79859845899058,
2015-01-13,170.16638190252374,95.29040210332273,142.5055986632972,103.18455356862485,43.643325984530954,35.47770547394157,47.007356223488365,18.237643332883316,15.95231881817804,31.66315868560577,59.2693349543811,24.10570422526781,45.73709812678763,36.76296492074359,16.754901580043065,19.428880262922153,,,0.4856244664003913,40.65766213420199,24.960449733893075,15.074999809265137,25.22154383043746,77.47204954637152,8.09401117276801,13.840666770935059,2.680000066757202,37.13387854604797,58.67850482897715,4.704856872558594,44.20830535667994,61.27018927541284,79.59148680833677,13.326872460472341,81.37415008173869,
2015-01-14,166.53916672214785,93.32244154013907,139.07482322947354,101.20538902469673,43.180796415758365,35.068285711844354,46.2388001862149,17.830118668970265,15.524554638537412,30.88582174611301,58.196852366625734,23.742707142140368,44.739426268162546,36.23628463648019,16.664412049465295,18.85439200816091,,,0.47506756345270645,39.240463218569715,24.44928658228224,14.795499801635742,25.204681985071584,76.59889281016338,7.800793705542911,13.013333320617676,2.6600000858306885,36.47484984495215,56.94396476146428,4.736999988555908,43.57145495899076,59.60826117588753,77.94816781715261,12.798213786392699,79.35590133203725,
2015-01-15,167.29273780529536,93.42356478098746,139.36132949236813,101.44737039977949,43.657775705663525,35.514935359539244,46.56033719180578,17.869556188515393,15.491653546844761,30.960908949368807,58.371417608687175,24.047883118685416,45.01748507309126,36.481068914415275,16.817550801075814,19.0817948462603,,,0.47986622041845867,39.3592537894075,24.354138422379428,14.800000190734863,25.278573165229815,75.97380198842959,7.955317186104346,13.050000190734863,2.6500000953674316,36.87195628436008,56.70744712480959,4.6785712242126465,41.920137785923316,59.34780524466346,78.55507795823141,12.435257103911587,79.5400717607822,
2015-01-16,167.1354066580678,92.83504719363975,139.39311679943415,101.06710079045598,43.96852994140689,35.35116782615834,46.6387559810413,17.711809029603995,15.465328427985096,30.806315051622978,58.612502557316134,24.19886755319138,44.78849406796058,36.584932715242374,16.928929528015942,19.121688025292737,,,0.4793862529859824,39.27438292473085,23.805366375341244,14.53950023651123,25.33312263498767,74.73352905123996,7.8324559751576945,12.965999603271484,2.5299999713897705,36.85506012787316,55.89930553802908,4.824999809265137,41.46840785463419,58.801514932742215,78.30294712390537,12.151199279289624,80.04656479498753,
2015-01-20,167.88072826145347,93.69022820519902,139.9029967166552,101.18808494216972,44.30819126443683,35.28416265628951,46.90540022020435,17.882699248936927,15.564038480738356,30.872567332561424,58.74552688433125,24.20850182531666,45.17285910616627,36.859396360944395,17.022896926824796,19.245363989094336,,,0.4849047380179028,39.588404277913234,24.112946873374245,14.668000221252441,25.569171129443106,75.71581695348422,7.932708871193975,12.941332817077637,2.430000066757202,37.20147289285569,56.727153333380926,5.0,41.757222757878374,59.859520418546936,79.26471035654363,12.332681536208593,80.53767067725943,
2015-01-21,168.65912557724155,94.37079250799837,140.01447855407076,100.96337613333422,44.44551113189849,35.96900841702685,47.054399463716784,17.94843554679168,15.511396260252756,30.89024683080137,58.8453165236347,24.69356945919769,45.540833099176695,36.88163743905192,17.151669045142892,19.329143684180853,,,0.4882637263295333,39.15558217042482,24.57541774452879,15.300000190734863,25.87861493705752,76.6981007198397,8.05632730959597,13.245332717895508,2.450000047683716,37.116987968978435,57.70282306936751,5.923999786376953,41.779430953791575,59.84570143857057,78.76052203625964,12.285338080277134,79.85472972183372,
2015-01-22,170.8123330247463,95.76861569695714,141.91847782173508,102.19064589967147,44.712901441274624,36.60174139704889,47.626907487523745,18.180677021712604,15.83386020681361,31.42464820244989,59.327529478552215,24.87988804758973,46.26864231786067,37.25252900973884,17.221281789156357,19.584473751721987,,,0.4969013703193577,40.00421618662562,24.887428279247118,15.612500190734863,26.721151505615815,77.14461475292012,8.026927318337341,13.549332618713379,2.5,38.29984225120744,57.61412893501883,6.137429237365723,42.749498848039636,59.700473324545314,78.92855949502416,12.774544783191642,81.58133559236691,
2015-01-23,170.67982169003744,96.17325881984668,141.6635886272882,102.64868832301265,44.64062925788964,36.4975265952473,47.49357234744855,18.246409003632895,15.83386874245037,31.48206903925478,59.29425205058704,24.979467572119944,46.11326772546235,37.126417214468894,17.186484448147198,19.512664432428842,,,0.4978612024038136,40.216380521296635,25.170663761693863,15.846500396728516,27.04695604247036,77.58118125449818,8.10305998591864,13.566666603088379,2.5,37.632379598628745,58.19559481170166,6.274285793304443,42.853176497174275,60.08079726802614,79.20868934084187,12.774543627750985,81.71178976224583,
2015-01-26,170.23265179616268,95.9433522972558,140.77936636424351,103.08082722877741,45.05255798435172,36.45286549708551,47.61906083574221,18.18943801606465,15.728565789145781,31.50857141138275,59.31920962185434,25.043712098924686,45.92518103693103,36.88162911812541,17.106430449471173,19.357071266510694,,,0.4971413045625131,39.99573543854628,25.305642719304203,15.649999618530273,26.853061388067903,77.85901688049817,8.069887912264166,13.907999992370605,2.640000104904175,37.35355730483281,59.112138349730294,6.389856815338135,42.20151726555259,59.30630002592943,79.08732554726647,12.569393478312275,81.7271471085843,
